,city,date_posted,description,employer,type,industry,job_search_key,locality,title,url
2040,Perth,2017-08-30T07:24:23Z,"Java Developer
Join us at Bankwest where we strive to deliver what matters to our customers. Enjoy working with friendly colleagues in an environment where you feel like your contribution really counts.
This is an opportunity for you to join an innovative program of work with the support of a great team.
Required competencies:
Expert experience developing & testing quality technical solutions in Java
Experience developing and testing RESTful service APIs
Experience with unit testing and Behaviour Driven Development including implementing/utilising related frameworks (eg. jBehave)
Experience with Javascript frameworks such as Angular JS, JQuery and Twitter Bootstrap
Experience working with or implementing Continuous Delivery and build automation pipelines
Focus and commitment to quality and delivering customer focused solutions
Ability to work cohesively as part of a collaborative and cross functional team including testers, business analysts, infrastructure services colleagues
Proven track record of continuous improvement and driving positive change in technical and productivity processes.
Very strong communication skills, adaptable to technical and non-technical audiences.
Excellent problem solving and analytical skills.
Desirable competencies:
Previous experience working in Agile delivery environment
Experience in building, deploying and maintaining microservices
Experience with automated front end testing frameworks (eg. Jasmine)
Experience with Interaction Design and building UI in HTML5, Javascript and CSS3
Ability to guide and mentor others in developing effective and responsive UI",Bankwest Group Services,Full Time,Information & Communication Technology,business-analyst,"CBD, Inner & Western Suburbs",Java Developer,https://www.seek.com.au/job/34283158
2041,Perth,2017-08-25T06:12:19Z,"The Clinical Application Specialist will contribute to the successful and timely implementation of the Telstra Health Hospitals products. They will provide a consultancy role on behalf of Telstra Health to clients and may often provide support on an ongoing basis to clients after the implementation of the Telstra Health Hospitals products.

This is a maternity leave cover for 10 months, however further opportunities may exist after this.

Key Role and Responsibilities

• Playing a key role in on-site hospital product implementations, working closely with the broader project implementation and service teams

• Provision of training to customers in the use and maintenance of software solutions

• Analysing customer-specific clinical structures and processes and consulting the customer on best fitting processes and solution usage.

• Providing expertise in troubleshooting issues related to the implementation or on-going management of the Telstra Health Hospitals products

• Acting as a subject matter expert for Telstra Health Hospitals implementations.

• Providing Change Management advice and support.

• Providing an advisory role to collaborate with new and existing clients in the development of educational documentation and training where required.

• Undertaking a key liaison role in developing a solid and trustworthy relationship between the client (notably clinical and administrative staff) and Telstra Health.

• Providing open communication to ensure all relevant key stakeholders are informed of the progress of project implementation and managing client expectations.

• Acting as a clinical advisory support internally within Telstra Health for the development, quality assurance and product management teams.

• Understanding and working within an appropriate Project Management Methodology (i.e. PMBOK, Prince 2).

• Working with project teams and steering committees to ensure the successful and timely implementation of the product.

• Participating in business development activities for Telstra Health as required, including presentations or attending conferences.

• Other duties as directed by the company from time to time.

Essential attributes

• Tertiary qualification in a Health Care or Information Technology discipline

• A minimum of 4 years post graduate experience as a Clinical Application Specialist, Business Analyst or a Health-related role within the Health Information Technology industry

• Strong experience in implementing clinical information systems

• Understanding of the importance of Health Informatics standards, reporting requirements and legislative controls

• Experience working in healthcare clinical environments

• Excellent analytical and decision-making skills with an ability for lateral thinking to achieve innovative solutions for product implementations

• Excellent communication skills, both written and verbal

• Excellent presentation and interpersonal skills

• Excellent organisational skills with an ability to handle multiple tasks simultaneously and within tight time constraints

• Excellent customer service skills

• Strong understanding of computer systems, software development and deployment methodology and computer networking

• Ability to travel interstate as required for the role

• Knowledge of IT support and project management methodologies

• Knowledge of MS Office application suite, including MS Project

Desirable attributes

• Post graduate tertiary education in a Health or IT related discipline

• CHIA Certification",Telstra Health,Contract/Temp,Healthcare & Medical,business-analyst,"CBD, Inner & Western Suburbs",Clinical Application Specialist - Maternity Leave,https://www.seek.com.au/job/34248081
2042,Perth,2017-08-29T06:45:45Z,"IT Project Manager required for a six-month (FTC) contract with immediate start in Perth's CBD

The role will see you joining a busy PMO and stepping into several infrastructure and business systems related projects (work packages).

We are looking for a self-motivated candidate who can hit the ground running, liaises comfortably with all levels of the business and has the DRIVE to deliver.

There are limited resources available in terms of project support, business analysts etc and this role will NOT be about managing projects by facilitation of other teams, rather by getting the job done yourself.

You will be able to demonstrate:
Exposure in the end to end delivery of infrastructure and business systems
Experience in the management of budgets, resources and stakeholders at all levels, to defined methodology
Ability to plan and manage multiple concurrent projects taking into account the competing priorities of dependent projects
Ability to develop and manage project risks, issues and budgets
Ability to manage third party resources
Management of multiple stakeholders
Outstanding communication and interpersonal skills, with a customer focus
You will have a record of successfully managing all aspects of projects through to completion, and be experienced in system implementation and business change.

Your superior attention to detail and highly organised approach will drive the effective management of project artefacts and reporting.

Team orientated, you will also utilise your interpersonal and stakeholder engagement skills to drive the success of your team and their impact on the project more broadly.

To apply for this position please forward your resume in Microsoft Word format",Sterning Group,Full Time,Information & Communication Technology,business-analyst,"CBD, Inner & Western Suburbs",Project Manager - Infra / Business Systems - 6 Months FTC,https://www.seek.com.au/job/34272276
2043,Perth,2017-09-01T07:19:54Z,"High profile, listed resources business require a Senior Financial Analyst to join their team.
Client Details
This multinational organisation is an undisputed global leader. With headquarters in Perth, this listed organisation is an integrated mining operator with a long term growth trajectory.
Description
Timely and accurate monthly management reports
Quarterly forecast and annual budgets
Collaboration and support to Operations on budget and cost control
NPV preparation for capital investment
Reporting and commentary on variance analysis
Maintain and administer financial models
Profile
The successful candidate will have a formal CPA/CA qualification. You will have over 6 years experience in your respective field and have worked within the resources or mining sector. Strong communication skills are non negotiable as this role will see you collaborating with senior stakeholders within the operations team. Proven experience in SAP is also a requirement.
Job Offer
Permanent role
Career development opportunities within a large finance department
Additional company benefits
To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Rebecca Clarke on +61 8 6430 6421",Michael Page,Full Time,Accounting,business-analyst,"CBD, Inner & Western Suburbs",Senior Financial Analyst,https://www.seek.com.au/job/34305366
2044,Perth,2017-09-01T02:11:17Z,"Tax Analyst | Perth | $100K
Resource based company
12-month contract role for a specialised Tax Analyst
Perth based location
The Company
This company is growing tremendously and as a result the Director of the company is looking for an experienced Tax Analyst to join their growing team.
The Role
The company is looking for that ideal candidate who can assist the Taxation Team through the implementation of the year end Tax procedures. The role will consist of the following duties
Providing easement and planning advice for various projects as required.
Preparation of Corporate Income Tax Return including documentation of tax positions, reconciliation of capital expenditure
Ensure that the Tax calculations are compliant and accurate with tax legislation
Assistance with ad hoc projects as and when required
Effective implementation of corporate tax governance
Strong communicational skills both written and verbal as you will be liaising with various managers

This is an exciting role that will suit an all rounded Tax analyst who has experience working within the Big 4 firms. This role will be for the ideal candidate looking for career progression.
Your Profile

The successful candidate will be CA qualified with previous Tax experience, preferably within the Big 4. A minimum of 3-5 years Tax experience is essential for this position.

Apply Now
If you feel you have the right match of skills for this position, submit your application and as we work through the process we can reach out to you to discuss the position in more detail.
SK931155A",2xm Finance,Contract/Temp,Accounting,business-analyst,"CBD, Inner & Western Suburbs",Tax Analyst | Perth | $100K,https://www.seek.com.au/job/34299220
2045,Perth,2017-08-23T23:35:25Z,"This is a great opportunity to join a well known Perth organisation and to make your mark by assisting with a highly complex project from inception.
Client Details
Our client is a highly respected leader in it's industry in Australia. With a strong track record of producing exceptional software products that are leveraged by companies across the globe.

With the Australian HQ located in Perth, they have a truly international team that are highly skilled and passionate about their work.

Description
This contract role will be playing an integral part of the design and development, working alongside Business/Systems Analysts to ensure the product is developed on time and with all the functionality required.

You will plug into the proactive culture of this Microsoft House and assist with rapid development in an Agile/SCRUM environment.


Profile
You will need considerable, proven experience with the following key technologies:
C#.NET
ASP.Net
JavaScript Frameworks (Angular Ideal)
API integration
Agile methodology
You will also have experience developing enterprise scale applications that integrate with other software and data points
Job Offer
Long term contract
Good hourly rate
Ideal work location in CBD
To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact James Franklin on 08 9215 9518.",Michael Page Technology,Contract/Temp,Information & Communication Technology,business-analyst,,Senior .Net Developer - (6 Months contract),https://www.seek.com.au/job/34231816
2046,Perth,2017-08-23T06:59:34Z,"Dynamics AX 2012R3 Technical Developer | Enhancement & Integration Project Piece
***A 6 Month Contract position is available for PR visas and Citizens.
Microsoft Dynamics 365 Operations (previously Dynamics AX) Enterprise Resource Planning (ERP) business software opportunity. My client is in the market for a Technical Consultant who has extensive experience using X++ and AIF development tools.
Responsibilities:
Design, develop, implement, and support Dynamics AX 2012 customizations (Financials only), including AIF document services and X++
Identify, troubleshoot, and resolve performance issues at the code and database layers
Participate with business analysts in requirements gathering, analysis, and specification, providing technical expertise and recommendations
Cross-train other development staff on AX technical subjects
Utilize proper source control practices
Participate in system upgrade scoping and code migration
Requirements:
Minimum 5 years of AX development experience in X++, custom AIF document service creation and modification, and unit testing with at least 2 years on AX 2012
Development for at least 2 AX implementations that achieved go-live
Ability to create custom AIF document services from an integration specification, including any required X++ code development
General accounting, business process, and development knowledge in one or more areas of:
General Ledger
Accounts Payable
Accounts Receivable
Fixed Assets
Bachelor’s degree in Computer Science and/or Evidence of Exceptional Ability
Preferred skills and experience:
C# development experience
Work experience at a Microsoft Dynamics partner
TFS source control experience with AX
WHAT NEXT…
If this sounds interesting and you would like to know more, please apply to Lewis Austen at lewis.a@interpropeople.com or call on 0385927836  
Interpro Enterprise Applications have over 25 years’ experience providing specialist candidate resource within the Niche ERP market, this includes Microsoft Dynamics AX, SAP, Oracle and a number of other Niche Industry focused Technologies. With this in mind, if you are a potential client and would like to understand more about our delivery capabilities or a candidate and are interested in hearing about further opportunities please feel free to get in touch.",Interpro - VIC,Contract/Temp,Information & Communication Technology,business-analyst,,Dynamics AX Developer ,https://www.seek.com.au/job/34228446
2047,Perth,2017-08-22T06:19:08Z,"Global Consultancy looking to expand operations in Perth
3 month initial contract
Immediate start
 
Duties will include:
A key aspect of the requirement will be to ensure the implemented solution aligns with business architecture, enterprise architecture and technology security architecture.
Leads and manages Working Group of Subject Matter Experts from each region/commodity/project size
Undertake detailed analysis of the information management requirements across all systems, platforms and applications to document information architecture aligned with the enterprise architectural plan
Define, design and document organisation data models (on a high level to align with business processes level 0, 1 and 2) that meet immediate and future needs
Document data models (e.g. including reference data, master data) that reflect current and future state needs and provide seamless and low-risk migration approach whilst optimising business spend and efficiency
Define, develop and communicate the data classification standards (on a high level) to promote consistent and optimal data management practices and incorporate them into information-based developments
Work in collaboration with Business Process Analysts and provides inputs to Enterprise and Security Architecture when delivering Organizational Future Architecture Roadmap.

Experience will include:
Have experience in delivering 'As-is' and 'To-Be' information architecture on Org Level in heavy industry (e.g. mining, oil & gas) for Project Management function - preferable but not mandatory.
Sound understanding of the concepts and technology around Information Management. Particular focus around data architecture including data modelling.
Demonstrated breadth of skills and leadership experience in multiple systems/platforms and technical solution design techniques from information management point. 
Demonstrated data architecture and data modelling ability.
Sound skills and experience across the following areas:
Data Modelling and Metadata Management
Data Warehousing Design and Development
Technical Architecture and Tool Expertise
Customer Data Integration and Production Information Management
Information Management Project Management/Methods
Detailed understanding of Enterprise Information Management, including Data Integration, Data Governance, Data Quality, Data Architecture and Master Data Management.
Evidence of the ability to perform as an Information Architect for 'leading edge' information management solutions.
Experience with a range of vendors and tools.
 
               
If you have a proven background in the areas listed above and have experience in the mining or oil & Gas area please email your resume using the link below. If you require further information please contact Kelly Williams on 08 9221 3300.",Talent – Winner ‘Seek Large Recruitment Agency of the Year’ 3 consecutive years!,Contract/Temp,Information & Communication Technology,business-analyst,,Information Architect,https://www.seek.com.au/job/34217433
2048,Perth,2017-08-22T00:30:21Z,"The Company
Work for an international market leader delivering innovative and market leading platform solutions to Not For Profit organisations and helping them faciliate their services to the community better. Be part of a team that makes a difference!
The Role
You will be responsible for designing, developing and implementing new solutions in addition to making enhancements to existing applications.
You must be able to demonstrate an in depth working knowledge of Microsoft .NET framework, with extensive experience of C#, ASP.NET and related technologies.
You will need to have very good verbal and communication skills and be able to articulate solutions, with a can-do attitude. Demonstrate excellent customer service, analytical and problem solving skills. You will be interested in technology and keep up to date with new and emerging techniques and tools.
Main responsibilities
Designing, developing and implementing new system solutions;
Work with Stakeholders, Business Analysts and other IT colleagues throughout design and build stages;
Support and maintain the current application estate;
Support Testing Team through documentation and designs;
Work independently and as part of project team;
Essential skills required
.NET Technologies (ASP.NET, C#.Net)
Microsoft SQL Server / Transact SQL or Oracle and PL/SQL
Visual Studio 2010 and above
Knowledge of a Source Control System (Team Foundation Server, Source Safe, etc)
Knowledge and experience in Agile methodologies
Apply Today
To be considered for this role please submit a copy of your CV today by clicking the 'Apply' button or send your CV directly to perthIT@psgaus.com.au",Professional Search Group,Contract/Temp,Information & Communication Technology,business-analyst,"CBD, Inner & Western Suburbs",Senior .NET Developer,https://www.seek.com.au/job/34211658
2049,Perth,2017-08-22T01:35:09Z,"Global Consultancy looking to expand operations in Perth
3 month initial contract
Immediate start
               
Duties will include:
Responsibility for ensuring the solution is 'fit for purpose' for the business for all businesses around the globe from business process perspective
Leads and manages Working Group of Subject Matter Experts from each region/commodity/project size
Provides inputs to Program Manager for Sterling Committee including recommendations
Highlight foundational requirements 'quick win' tactical and strategic opportunities
Serves as the primary point of contact within the Enterprise Architecture function
Drives change toward the future state architecture in alignment with Business and Technology strategy principles
Advises the Business Systems function on all key platform standards and best practices, existing capabilities, and emerging technologies
It is a primary requirement that employees comply with the Customers Sustainable Development Policy and HSEC Management Standards and Guidelines, Guide to Business Conduct, and the Production Unit Standards and Procedures
Work in collaboration with Business Process Analysts, Information Architect and Security Architect when delivering Organizational Future Architecture Roadmap.

Experience Required:
TOGAF or other relevant certification is desirable
A minimum of 10 years relevant professional experience in utilising Enterprise Architecture frameworks to deliver organisational 'best fit' roadmaps and strategies
Ability to lead and work effectively in a diverse and globally dispersed virtual team environment, guiding and supporting team members
Strong business relationship management skills
  
If you have a proven background in the areas listed above and have experience in the mining or oil & Gas area please email your resume using the link below. If you require further information please contact Kelly Williams on 08 9221 3300.",Talent – Winner ‘Seek Large Recruitment Agency of the Year’ 3 consecutive years!,Contract/Temp,Information & Communication Technology,business-analyst,,Enterprise Architect ,https://www.seek.com.au/job/34212755
2050,Perth,2017-08-21T03:44:05Z,"CA Services is the international business and technology-consulting division of CA Technologies. CA Services is dedicated to providing a valuable technology consulting experience – from strategic planning phases through to implementation.  Our professional services team consists of experienced software and educational consultants who provide a variety of services, such as design, development, implementation, consulting, education, training and support services to a variety of commercial and government customers.
Job Overview
This is a hands-on technical position responsible for the provision of technical knowledge and ability to effectively lead a team and manage customer relationships. The successful individual will have strong communication skills both verbal and written and good understanding and experience in development methodologies and keeps abreast of the latest technologies and trends. 
Key Responsibilities
Utilise Services Best Practices to accurately and efficiently deliver solutions within the client environment.
Meet or exceed customer expectations by delivering a solution that addresses the client's business requirements within the ""Scope of Work"" agreed to by CA Technologies and the Customer.
Understands business and assist with /undertakes detailed design and development activities.
Understands customer requirements that drive the analysis and design of technical solutions.
Participates in all phases of development life cycle, including the analysis, design, test, integration and implementation of products and services.
Effectively troubleshoot technical issues for solutions.
Develops design specifications and parameters that follow architectural blueprints.
Researches, evaluates and incorporates new technology and tools to enhance the development process.
Assist in the development of user manuals, requirements and testing plans.
Actively engage as part of the project team with the purpose of contributing solution expertise, and to provide project planning support as required to deliver a successful client engagement, following the Project Manager (when applicable) directive.
Meet target billable utilization as defined by this role.
Serve as a mentor to Associate Services Consultants and Services Consultants who are actively engaged as part of the project team on assigned client engagements.
Adhere to all company policies, including but not limited to Code of Conduct/Ethics, Security and any required training available.
How You'll Stand Out:
The perfect candidate for this role will have a proven experience in significantly complex Enterprise Development with commercial or Government organisations.  The candidate must hold an Australian Citizenship and to be eligible for a security clearance.
He/she has a strong development background and knowledge in Microsoft technologies including .NET, C#, Visual Basic & other Visual Studio tools, IIS, MS Office, MS Project, SharePoint, enterprise service bus highly desirable; and application server deployment.
Technical:
Microsoft technologies (.NET, C#, Visual Basic & other Visual Studio tools, IIS, MS Office, MS Project, SharePoint), enterprise service bus highly desirable; and application server deployment.
User Interface - experience in using web development frameworks.
Web Services Experience in developing and building web services (preferably JSON, SOAP, REST).
Database. Experience and understanding of normalized relational database concepts and demonstrated experience in design of database structures; and Experience writing complex SQL.
Java development knowledge and experience is desirable.
Developer & Unit Testing - Significant experience in writing unit tests with demonstrated understanding of unit testing principles.
Reporting and Analysis Tools (eg. Jasper).
Proven knowledge and experience in test development and integration activities for various ICT systems, software applications and interfaces.
Proven experience in integrating software with existing systems across a number of technologies and associated applications.
Demonstrates knowledge and adherence to the Customer's standards and approval processes.
General:
Proven experience in significantly complex Enterprise Development with commercial or Government organisations;
Communication. Experience in;
Working closely with business analysts to ensure the implementation and management of applications to support their requirements.
Effective communication and consultation with key stakeholders including progress reporting.
Creating and maintaining documentation.
Team Lead. Experience in;
Planning. Prioritise work items, allocates work items in conjunction with the PM.
Managing iterations –review, report, revise at a micro level
Configuration and release management.
Acceptance testing and business training as appropriate.
Code Management including code reviews
Coaching and mentoring,
Providing technical advice.
If you want to fulfill your potential, be acknowledged for your achievements, and be given autonomy to make decisions for your business and customers; if you want to work with a company that respects you as an individual - recognizing both your needs at work and your responsibilities outside of it - then CA Technologies is where you belong.
At CA Technologies your passion and expertise can directly impact the business and you'll help offer our customers practical approaches to delivering new, innovative services and value through IT.
Learn more about CA Technologies and this opportunity now at http://ca.com/careers
Note to Recruiters and Placement Agencies: CA Technologies does not accept unsolicited agency resumes. Please do not forward unsolicited agency resumes to our website or to any CA Technologies employee. CA Technologies will not pay fees to any third party agency or firm and will not be responsible for any agency fees associated with unsolicited resumes. Unsolicited resumes received will be considered property of CA Technologies and will be processed accordingly.",CA Technologies,Contract/Temp,Information & Communication Technology,business-analyst,"CBD, Inner & Western Suburbs",Senior Services Consultant - .Net (Microsoft Technologies),https://www.seek.com.au/job/34203726
2051,Perth,2017-08-18T04:55:46Z,"About Cognizant
Cognizant (NASDAQ: CTSH) is a leading provider of information technology, consulting, and business process services, dedicated to helping the world's leading companies build stronger businesses. Headquartered in Teaneck, New Jersey (U.S.), Cognizant combines a passion for client satisfaction, technology innovation, deep industry and business process expertise, and a global, collaborative workforce that embodies the future of work. Cognizant is a member of the NASDAQ-100, the S&P 500, the Forbes Global 2000, and the Fortune 500 and is ranked among the top performing and fastest growing companies in the world.
Our Culture
Your passion, integrity and experience are integral to Cognizant's success. You will be welcomed into a dynamic and expanding global leader in IT and Business consultancy where you will be valued for who you are. We take pride in our partnership with our clients, so your ability to add value and provide exceptional service to our clients are fundamental to your success. In return, you will be empowered with opportunities to develop your career and collaborate with talented colleagues in a supportive, diverse environment.
At Cognizant we recognize that companies that are open and welcoming to a multi-cultural diverse workforce will thrive with fresh perspectives and collaborative knowledge. Cognizant is focused on promoting & increasing gender diversity and providing a workplace which encourages great participation and an equal playing field, where merit and accomplishment are the only criteria for success.
The Role and Key Responsibilities 
Cognizant is seeking an experienced Enterprise Architect for one of our key client engagements based in Perth. In this role you will be responsible for ensuring the solution is 'fit for purpose' for the business for all businesses around the globe from business process perspective. 
Your key responsibilities will include but not be limited to:-
Leads and manages Working Group of Subject Matter Experts from each region/commodity/project size
Provides inputs to Program Manager for Sterling Committee including recommendations
Understand business objectives, constraints and capacity
Document enterprise architecture 'As-Is' and 'To-Be' using EA tools, 'Roadmap' and 'Option papers'
Highlight foundational requirements 'quick win' tactical and strategic opportunities
Serves as the primary point of contact within the Enterprise Architecture function
Drives change toward the future state architecture in alignment with Business and Technology strategy
principles
Advises the Business Systems function on all key platform standards and best practices, existing capabilities,
and emerging technologies
It is a primary requirement that employees comply with the Client's Sustainable Development Policy and HSEC Management Standards and Guidelines, Guide to Business Conduct, and the Production Unit Standards and Procedures
Work in collaboration with Business Process Analysts, Information Architect and Security Architect when
Delivering Organizational Future Architecture Roadmap.
Skills and Qualifications
Total IT experience between 15 to 25 years with 10 plus years in technology leadership roles and Enterprise Architecture
A minimum of 10 years relevant professional experience in utilising Enterprise Architecture frameworks to deliver organisational 'best fit' roadmaps and strategies
Need to have proven record in understanding business objectives, expectations, and principles on
organizational level in heavy industry (e.g. Mining, Oil&Gas)
Bachelor degree is mandatory
TOGAF or other relevant certification is desirable
Ability to lead and work effectively in a diverse and globally dispersed virtual team environment, guiding and supporting team members
Strong business relationship management skills
Excellent oral and written communication skills; ability to present and discuss technical information with the business users in business
Builds highly cohesive network of stakeholders with high energy levels and constructive, positive cultures
Ability to manage strategies, methods and tools needed to store, preserve and deliver information (structured, semi-structured and unstructured) to support organization processes
Broad spectrum of IT Services and Program experience spanning across ERP and Digital transformation
Working knowledge of TCO frameworks
Working experience with one or more EA tool e.g. Troux, ArchiMate, ARIS etc.
Next Steps
If you would like to express interest in role, please click on the APPLY button now. Due to a high number of applicants, only shortlisted candidates will be contacted for a further discussion within 3-5 business days. We thank you for taking interest in this opportunity with us. For a complete list of opportunities with Cognizant visit http://www.cognizant.com/careers 
Cognizant is committed to providing Equal Employment Opportunities. Successful candidate will be required to undergo a background checks",Cognizant Technology Solutions Australia Pty Ltd,Full Time,Information & Communication Technology,business-analyst,"CBD, Inner & Western Suburbs",Enterprise Architect - Mining / Gas / Oil,https://www.seek.com.au/job/34190973
2052,Perth,2017-09-15T00:11:04Z,"We are a leading supplier of Software solutions and associated consulting services to large corporate clients.
Due to ongoing growth we are looking for an experienced Agile Coach to joining our Perth consulting team on a permanent basis. This key leadership role will be part of our Agile Capability Program and will be responsible for supporting the program and embedding agility within the organisation via coaching with teams, stakeholders, vendors and partners whilst ensuring that the Scrum Masters are supported in their day to day activities.
 
Responsibilities:
Coach and drive Agile values, principles and practices at an enterprise level
Educate Agile via formal training and brown bag sessions
Facilitate the support and ongoing development of Scrum Masters 
Advise and guide Project Managers and projects using Agile 
Run client workshops and consult on Agile methodology, processes and procedures
Essential Skills & Experience required:
Extensive Agile team coaching experience
Previous experience as a Agile Coach and/or Iteration Manager and/or Senior Scrum Master
Agile and Scrum certifications a Must!
Proven track record in delivering change activities within Agile
Project Management experience
Good workshop facilitation skills
Requirements gathering, problem solving communications, integration management and documentation skills
Excellent communication and stakeholder management Skills
In return we offer a good salary package, a very interesting and challenging role within a very flexible and friendly working environment.
Please not this is Perth based role and ideally we are looking for someone local to Perth
You MUST have full working rights for Australia to be considered for this role. 
If interested please click apply with your resume
 ",Private Advertiser,Contract/Temp,Information & Communication Technology,business-analyst,"CBD, Inner & Western Suburbs",Agile Coach / Iteration Manager / Scrum Master,https://www.seek.com.au/job/34411768
2053,Perth,2017-09-14T13:10:34Z,"Bunnings is one of Australia's greatest retail success stories, with over 300 sites nationally and employing over 40,000 team members. We are Australia's largest household hardware chain and are 100% Australian owned and part of the Wesfarmers Group.
We are seeking a superstar Security & Risk Analyst who can hit the ground running, can engage with customers and who will enjoy being part of Australia's most successful retailer, Bunnings. While this is initially a 12 Month Contract, Bunnings continue to grow and the possibilities are endless.
A day in the life of a Security & Risk Analyst - Ensures tasks within the information security & risk function and provides backup within the ITS Security & Risk team.  These tasks include; system access and identity management, assessing the level of computer and network systems security risks, conducting information security audits, assisting business units in developing their information security requirements, and ensuring the protection of our information system assets in a rapidly changing technology environment. Customer Service is essential in this role.
You will be required to use your initiative, research,  have strong  problem solving skills to resolve issues and create written documentation where required. 
We are also looking for:
Relevant tertiary qualification / equivalent experience
At least 3 years general computing experience
Familiarity with some of the components in our existing technical environment
UNIX, NT, AD, Linux, Oracle and MySql skills
Strong organisational skills with the ability to plan and coordinate daily tasks and track them effectively
An ability to work independently, when necessary, to solve problems with minimal supervision
Some of what's on offer when you join us:
Not only will you be part of an organisation that recognises its people for their performance you will enjoy a range of benefits that include:
A flexible, fun working environment
An excellent salary
Discount card for you and your spouse
Bonuses and incentives
Spontaneous lunches and outings with the team
Access to a range of discounted products with corporate partners that include travel and healthcare
We are seeking a start in this position ASAP. If you want your big break with Bunnings, Apply to us now.
We reserve the right to commence recruitment proceeds immediately",Bunnings WA,Full Time,Information & Communication Technology,business-analyst,Eastern Suburbs,IT Security and Risk Analyst,https://www.seek.com.au/job/34410901
2054,Perth,2017-09-13T09:16:54Z,"Western Power builds, maintains and operates the electricity network in the south west corner of Western Australia, delivering an essential service to power a modern lifestyle, safely, reliably and affordably. We’re focused on serving our customers, and are committed to providing a safe working environment for our people. It is an exciting time in the electricity industry: a time of great change, innovation and opportunity which we embrace and welcome. That’s why we need talented people with passion and ambition to join us. Explore your next opportunity at Western Power.
 
At Western Power, we’re committed to safely and efficiently connecting the community with the energy needed to power their lives.
  Deliver on this promise first-hand by joining our team as a Functional Support Consultant.
  As a Functional Support Consultant you are accountable to configure and manage Western Power’s enterprise Geographic Information System (GIS) to meet business needs, including data updates, enhancement requests, and security changes. You also provide advice to business users to optimise system use and resolve technical and business issues.
  Your responsibilities include:
Developing a detailed understanding of Western Power’s enterprise GIS and how it supports business processes and outcomes;
Configuring enterprise GIS to evolving business processes and objectives and assist with testing;
Providing cost effective responses to user requests for advice, support and resolution of technical and business process issues;
Performing housekeeping and scheduled maintenance activities to maintain the health of enterprise GIS; and
Apply governance processes and maintain GIS security in line with business needs.
  It is essential that you are able to quickly develop end to end functional knowledge of an enterprise GIS, business processes and end users, including system configuration, security, integration, and customisations. You must also have proven ability to analyse and resolve functional incidents and problems, including root cause analysis and solution design in line with defined service levels and provide timely communication to all stakeholders. Your attention to detail is vital as you will maintain system documentation to a very high standard.
  Your experience within a similar industry will be highly regarded as you will need to be able to assess business requirements for enhancements to enterprise systems and recommend solutions that will provide best for business outcomes. As such you must be able to demonstrate your ability to build and maintain relationships with enterprise system stakeholders and others such that you are part of the team that delivers good business process governance.
Essential to this position are your tertiary qualifications, or extensive demonstrated and sound industry experience of more than 5 years within GIS, Information Technology, or a related discipline. It would also be advantageous that you have Esri GIS experience, IT service management (ITIL v3), project management or other relevant IT industry certifications.
  We’re a state government-owned corporation that maintains and operates a large electricity network that powers South Western Australia. As part of our team you’ll thrive alongside experts in every field and be equipped with training, career development and whatever else you need to get the job done and succeed in your career.
  Our people come from all kinds of backgrounds. They bring with them unique perspectives and experiences that shape the way our team operate. They also have lots of interests outside of work, which we support and encourage by offering flexible working conditions.
Please submit a copy of your up to date resume and covering letter, your qualifications and proof of working rights in Australia.

  At Western Power, our people are our strength. We offer a collaborative, flexible and safe work environment within a large organisation and are committed to equal opportunity employment. You will receive opportunities for development and training, use your skills and develop new ones to meet the challenges of an organisation delivering an essential service to the people of Western Australia.  
  Work Type: Permanent Full Time
Location: Perth Head Office
Level:
 ",Western Power,Full Time,Information & Communication Technology,business-analyst,"CBD, Inner & Western Suburbs",ICT FUNCTIONAL SUPPORT CONSULTANT,https://www.seek.com.au/job/34399344
2055,Perth,2017-09-13T06:36:07Z,"Initial 6 month contract
Fantastic working conditions + culture
Perth CBD
 
Our market leading client based in the heart of Perth have a newly created opportunity for an experienced Information Management Analyst. Reporting into the Information Management Team Lead and working in a dynamic IM team, you will be responsible for the development and successful delivery of IM solutions which include work management and coordination. 

Skills / experience sought: 
Tertiary qualified in Information Management/ Records Management or similar.
5+ years' experience in delivering holistic solutions that take account of people, processes, information and technology.
MS SharePoint experience, as well as any Document Management system such as Documentum.
Demonstrated experience in identifying and applying best practice information management, records management, content management, document management, information protection and corporate standards as well as legal/regulatory obligations in the design and delivery of solutions and identify improvement opportunities 
Engage with various stakeholder to ensure alignment with IM strategy.
Involve some site travel.  
 
If you match the selection criteria and are interested in finding out more about the position, please forward your updated CV to Alice Tan by clicking the ""APPLY NOW' button. For a list of all vacant positions, please see our website www.talentinternational.com.au. For further enquires please call 08 9221 3300",Talent – Winner ‘Seek Large Recruitment Agency of the Year’ 3 consecutive years!,Contract/Temp,Information & Communication Technology,business-analyst,"CBD, Inner & Western Suburbs",Information Management Analyst,https://www.seek.com.au/job/34397541
